Class,Obfuscation Level,FuzzyArcFace Similarity,ArcFace Similarity,FuzzyArcFace1 Similarity,FuzzyArcFace2 Similarity,FuzzyArcFace3 Similarity
012,25.0,,0.9531456,0.9605921,0.9607216,0.9758744
012,30.0,,0.93995917,0.94991654,0.94731945,0.9662276
013,5.0,,0.99529034,0.9953399,0.9961272,0.99751014
013,10.0,,0.9888345,0.99031514,0.9888611,0.99278027
013,15.0,,0.980459,0.9817439,0.9820155,0.98777735
013,20.0,,0.9638522,0.9785115,0.97109234,0.98315406
013,25.0,,0.95140165,0.9581806,0.96550685,0.97427994
013,30.0,,0.9467469,0.9557201,0.9496124,0.9678978
014,5.0,,0.9955133,0.99536043,0.99660385,0.99685913
014,10.0,,0.98737913,0.9899729,0.9897334,0.993152
014,15.0,,0.9816671,0.984448,0.9826347,0.99062973
014,20.0,,0.97014284,0.97349316,0.972886,0.982923
014,25.0,,0.95758975,0.9600568,0.9585542,0.97474796
014,30.0,,0.9369192,0.9559913,0.9459865,0.9651836
015,5.0,,0.994918,0.99539715,0.996084,0.9970923
015,10.0,,0.98807424,0.98905885,0.99002874,0.9939743
015,15.0,,0.97822124,0.980327,0.9824672,0.98693854
015,20.0,,0.96918243,0.97446173,0.96928144,0.9813654
015,25.0,,0.9566228,0.961265,0.9642702,0.9705978
015,30.0,,0.94009167,0.9574693,0.9510859,0.9693414
016,5.0,,0.9957167,0.9963163,0.9955873,0.9975092
016,10.0,,0.9897287,0.99071264,0.9901286,0.99391526
016,15.0,,0.98145103,0.9863069,0.983266,0.98822546
016,20.0,,0.96589714,0.975318,0.9737789,0.98388636
016,25.0,,0.9566207,0.9638484,0.96134096,0.97529864
016,30.0,,0.93767285,0.9502856,0.9458219,0.9692442
017,5.0,,0.9959567,0.9958541,0.99639386,0.99713594
017,10.0,,0.9881078,0.9887099,0.9904284,0.9932501
017,15.0,,0.9812938,0.979865,0.9795831,0.98918927
017,20.0,,0.96925074,0.96827203,0.97016776,0.9809538
017,25.0,,0.9497347,0.9608225,0.95711136,0.97172135
017,30.0,,0.9503232,0.95462704,0.9559464,0.9714631
018,5.0,,0.9957952,0.99622715,0.9956562,0.9967167
018,10.0,,0.98892957,0.99151486,0.9894923,0.9933845
018,15.0,,0.98010117,0.98265743,0.9812296,0.98786515
018,20.0,,0.97280955,0.9723254,0.9718533,0.97949183
018,25.0,,0.9514387,0.9637697,0.9662099,0.97891414
018,30.0,,0.9461483,0.9551617,0.9477893,0.96798265
019,5.0,,0.995932,0.9955153,0.996727,0.9972586
019,10.0,,0.9894582,0.9908946,0.9886651,0.9939968
019,15.0,,0.9791134,0.9827632,0.9842323,0.9867999
019,20.0,,0.96908265,0.97010475,0.9713351,0.9807525
019,25.0,,0.95526963,0.96328753,0.963104,0.97690415
019,30.0,,0.9452709,0.9442274,0.948035,0.965749
020,5.0,,0.9951995,0.9957772,0.9960433,0.9973977
020,10.0,,0.9856053,0.9886343,0.9879757,0.99163914
020,15.0,,0.9763893,0.9811428,0.9828735,0.9883403
020,20.0,,0.96918964,0.97427857,0.97659266,0.98575085
020,25.0,,0.9568657,0.96475303,0.96531254,0.9766916
020,30.0,,0.9422001,0.9524948,0.9502199,0.97063094
021,5.0,,0.9947682,0.9950573,0.9954928,0.9969932
021,10.0,,0.98788303,0.9886565,0.9905377,0.99409044
021,15.0,,0.97822523,0.98271406,0.98237187,0.98955774
021,20.0,,0.9717942,0.9714328,0.97401094,0.98254365
021,25.0,,0.9540901,0.9621276,0.9578991,0.9766562
021,30.0,,0.9419082,0.9514239,0.944719,0.9662647
022,5.0,,0.9962431,0.9959225,0.99629164,0.9973176
022,10.0,,0.9875882,0.9889066,0.9880607,0.99110234
022,15.0,,0.9823305,0.9801918,0.981867,0.9886109
022,20.0,,0.96843946,0.97441757,0.97100306,0.9804114
022,25.0,,0.95836526,0.96101975,0.9620276,0.9716936
022,30.0,,0.9429123,0.9541267,0.9457988,0.96932924
023,5.0,,0.995885,0.9951191,0.9955105,0.99689806
023,10.0,,0.98884475,0.99028254,0.989718,0.9929714
023,15.0,,0.9765847,0.98223615,0.98234665,0.99056965
023,20.0,,0.9711202,0.97524875,0.971044,0.9794613
023,25.0,,0.94987255,0.96737593,0.9583988,0.9758682
023,30.0,,0.938179,0.9492118,0.94851905,0.9647207
024,5.0,,0.99609506,0.9958815,0.99589825,0.997068
024,10.0,,0.98849875,0.98859674,0.98851913,0.99263644
024,15.0,,0.97884816,0.98098797,0.98323965,0.9906682
024,20.0,,0.9637493,0.970994,0.97092444,0.9825045
024,25.0,,0.9518028,0.96269584,0.9551791,0.9714264
024,30.0,,0.93855363,0.95242196,0.94954765,0.9668054
025,5.0,,0.9959747,0.99567497,0.99625397,0.9965607
025,10.0,,0.9902104,0.9900524,0.9906487,0.99275964
025,15.0,,0.98232746,0.98226154,0.9835905,0.9880461
025,20.0,,0.9690979,0.9740732,0.96891934,0.98141015
025,25.0,,0.95819074,0.96766025,0.96058226,0.97682464
025,30.0,,0.94358927,0.9553068,0.95140415,0.9681541
026,5.0,,0.9954178,0.9965641,0.99555856,0.9972538
026,10.0,,0.98645973,0.9861277,0.98740095,0.99084413
026,15.0,,0.98092127,0.9825582,0.9818263,0.98983634
026,20.0,,0.9672018,0.97234124,0.96643823,0.9791037
026,25.0,,0.96056473,0.964032,0.9638562,0.9746235
026,30.0,,0.9454503,0.9562684,0.950128,0.9629249
027,5.0,,0.99644226,0.9954078,0.9957483,0.99722636
027,10.0,,0.9880719,0.9892965,0.9895712,0.9923565
027,15.0,,0.98079425,0.98176926,0.9811336,0.9877228
027,20.0,,0.97420573,0.9749767,0.97080165,0.9806242
027,25.0,,0.94943255,0.95739275,0.9551102,0.9711437
027,30.0,,0.9489565,0.95917225,0.9438101,0.97311205
028,5.0,,0.9951818,0.99603164,0.995984,0.99712837
028,10.0,,0.98860145,0.98987323,0.98842657,0.9928101
028,15.0,,0.9790754,0.9843701,0.98100924,0.98876804
028,20.0,,0.96837986,0.9735606,0.9743252,0.98126966
028,25.0,,0.95273817,0.9583048,0.9602489,0.9708649
028,30.0,,0.9413257,0.94966,0.9427144,0.96267384
029,5.0,,0.99544555,0.99585944,0.995891,0.9971365
029,10.0,,0.9894714,0.98923564,0.9895879,0.99326426
029,15.0,,0.9823018,0.9831434,0.98096997,0.9882298
029,20.0,,0.97101,0.9755689,0.97122943,0.9838487
029,25.0,,0.9545852,0.96191347,0.9583898,0.9762707
029,30.0,,0.9401463,0.9499296,0.9451887,0.9652909
030,5.0,,0.99566036,0.99591625,0.99608773,0.9978701
030,10.0,,0.9884712,0.98748934,0.9891388,0.9921841
030,15.0,,0.9814871,0.9801341,0.9825355,0.9872321
030,20.0,,0.96799034,0.97391975,0.9690755,0.9788092
030,25.0,,0.95811343,0.9691307,0.9622746,0.9780025
030,30.0,,0.9386308,0.95269746,0.95319206,0.96924186
031,5.0,,0.9964188,0.9965901,0.9958394,0.9975059
031,10.0,,0.9889257,0.9901133,0.9903398,0.9945526
031,15.0,,0.9755516,0.9785563,0.97742033,0.987259
031,20.0,,0.9694569,0.97175646,0.9752467,0.9803293
031,25.0,,0.9614769,0.9610728,0.9606908,0.97649425
031,30.0,,0.9408574,0.9538364,0.9452101,0.97039884
032,5.0,,0.9957511,0.996693,0.99692154,0.9976473
032,10.0,,0.98653895,0.99175566,0.990722,0.993686
032,15.0,,0.97861075,0.98021907,0.982762,0.98808354
032,20.0,,0.96933436,0.9718075,0.9703284,0.98116
032,25.0,,0.954655,0.9613444,0.96510494,0.9754763
032,30.0,,0.9366398,0.9416955,0.9422168,0.9706081
033,5.0,,0.9963858,0.99608725,0.9952033,0.9975137
033,10.0,,0.98569924,0.988875,0.9908385,0.99164206
033,15.0,,0.98078704,0.9824959,0.98298424,0.98772
033,20.0,,0.9679585,0.97490925,0.9689772,0.9825057
033,25.0,,0.9500043,0.9598455,0.9572388,0.97259575
033,30.0,,0.9420949,0.9554556,0.94342214,0.9685178
034,5.0,,0.9948844,0.9952216,0.99564874,0.997009
034,10.0,,0.988505,0.9907283,0.9905886,0.9942334
034,15.0,,0.98047006,0.98359305,0.9791404,0.99012977
034,20.0,,0.9682124,0.9754168,0.978059,0.98142517
034,25.0,,0.9546678,0.95929104,0.9613432,0.9764306
034,30.0,,0.9455775,0.95289195,0.94089776,0.9666835
035,5.0,,0.99596107,0.9956615,0.9961408,0.9973108
035,10.0,,0.9878717,0.98978007,0.99022657,0.9930519
035,15.0,,0.97791284,0.9804266,0.98216987,0.9880325
035,20.0,,0.97113705,0.9756331,0.96938324,0.9829277
035,25.0,,0.95608836,0.964313,0.95720303,0.97384524
035,30.0,,0.94521564,0.95007616,0.94374883,0.9681406
036,5.0,,0.9966792,0.995993,0.9952025,0.99752724
036,10.0,,0.98902994,0.9883214,0.9889492,0.99180865
036,15.0,,0.9780417,0.98070616,0.9843085,0.9893044
036,20.0,,0.9683308,0.97307396,0.9743273,0.980717
036,25.0,,0.95668143,0.9612595,0.9613666,0.97212136
036,30.0,,0.9363538,0.95618385,0.9443594,0.9677597
037,5.0,,0.9957103,0.9954605,0.9954552,0.9973776
037,10.0,,0.9877444,0.9894643,0.9900858,0.992173
037,15.0,,0.9793234,0.97996396,0.9812963,0.98824364
037,20.0,,0.96369594,0.97099185,0.97220117,0.9829292
037,25.0,,0.9562557,0.9650775,0.9619304,0.97593147
037,30.0,,0.92856,0.947154,0.94901943,0.96627957
038,5.0,,0.995769,0.9958347,0.9954394,0.99707884
038,10.0,,0.9873579,0.98806083,0.9880921,0.99238175
038,15.0,,0.98137856,0.981539,0.9827604,0.9873605
038,20.0,,0.97119164,0.9716299,0.97228014,0.98051906
038,25.0,,0.9510002,0.964513,0.9567023,0.9749988
038,30.0,,0.9431582,0.9498937,0.94774616,0.9676189
039,5.0,,0.995725,0.99652076,0.9966744,0.9976628
039,10.0,,0.9890841,0.98961645,0.99052733,0.9941095
039,15.0,,0.9765834,0.9829087,0.9814431,0.9890785
039,20.0,,0.96485215,0.97035635,0.9753688,0.9834875
039,25.0,,0.9617723,0.9602044,0.96017194,0.97690207
039,30.0,,0.9406555,0.9469412,0.9437964,0.9660978
040,5.0,,0.99554724,0.99529964,0.99555486,0.9971651
040,10.0,,0.9852988,0.9880247,0.9889268,0.99110365
040,15.0,,0.981226,0.9831578,0.9817767,0.98758465
040,20.0,,0.9670392,0.9720462,0.9687381,0.98338825
040,25.0,,0.9542219,0.9652894,0.96269184,0.9743354
040,30.0,,0.9387666,0.9501668,0.94671476,0.96678185
041,5.0,,0.995618,0.9956136,0.9948115,0.99680185
041,10.0,,0.98878014,0.9882662,0.98933333,0.99311715
041,15.0,,0.9807682,0.98177356,0.98424965,0.9894629
041,20.0,,0.9725851,0.97761786,0.97424835,0.9847272
041,25.0,,0.95030427,0.96347606,0.9582222,0.97334325
041,30.0,,0.9478444,0.95653325,0.95178205,0.9645508
042,5.0,,0.99648005,0.9965111,0.9959088,0.9975011
042,10.0,,0.98986113,0.9905474,0.99108297,0.9937544
042,15.0,,0.9795996,0.98120964,0.9810985,0.9868012
042,20.0,,0.9698844,0.9718339,0.97031283,0.9813378
042,25.0,,0.95334953,0.96775633,0.96270406,0.9752281
042,30.0,,0.94279087,0.9505494,0.9485701,0.9625541
043,5.0,,0.9951989,0.99603575,0.99572766,0.9969792
043,10.0,,0.9902096,0.9901945,0.9910562,0.9926766
043,15.0,,0.97507834,0.9830293,0.9851512,0.9898968
043,20.0,,0.96740186,0.96956265,0.96768785,0.9814649
043,25.0,,0.9572215,0.9605527,0.9573693,0.9759612
043,30.0,,0.9462833,0.95696986,0.9530458,0.9643161
044,5.0,,0.99494064,0.9957795,0.99566084,0.9970494
044,10.0,,0.9875075,0.98913884,0.98930174,0.9929901
044,15.0,,0.9782489,0.98053944,0.98331434,0.98728037
044,20.0,,0.97089326,0.9746297,0.9730593,0.98212975
044,25.0,,0.95123017,0.9581271,0.96018076,0.9723363
044,30.0,,0.9299415,0.94943416,0.94954723,0.96754897
045,5.0,,0.99569666,0.99535626,0.9959916,0.99707264
045,10.0,,0.98871595,0.9905135,0.99127036,0.9932864
045,15.0,,0.9764554,0.9806034,0.98100096,0.98511255
045,20.0,,0.9732207,0.9735858,0.97633874,0.98272413
045,25.0,,0.9580675,0.9670419,0.9621823,0.97779447
045,30.0,,0.9473174,0.94948196,0.95039475,0.9621351
046,5.0,,0.9961701,0.99596316,0.99582297,0.9973725
046,10.0,,0.9886783,0.99017537,0.9890788,0.9925495
046,15.0,,0.9814327,0.9814932,0.98480386,0.9911775
046,20.0,,0.9664761,0.9757453,0.9750699,0.98147476
046,25.0,,0.9599526,0.95940566,0.9625829,0.97418576
046,30.0,,0.94182837,0.95390326,0.9451752,0.97042006
047,5.0,,0.9957664,0.9959597,0.9961957,0.9969814
047,10.0,,0.98739564,0.9867313,0.9896436,0.9935798
047,15.0,,0.9786018,0.97882634,0.98097754,0.98809445
047,20.0,,0.96547616,0.9718355,0.97065413,0.97949535
047,25.0,,0.95221585,0.960056,0.96095693,0.972269
047,30.0,,0.94055504,0.9518131,0.94886184,0.9665397
048,5.0,,0.9959718,0.9960642,0.99695545,0.99762756
048,10.0,,0.987752,0.9901214,0.98947835,0.9907685
048,15.0,,0.9836822,0.9841707,0.9834177,0.98854196
048,20.0,,0.9673098,0.9728291,0.97142404,0.9792174
048,25.0,,0.96099764,0.9659681,0.95972407,0.9714389
048,30.0,,0.9476944,0.9574018,0.9448984,0.96831024
049,5.0,,0.9956235,0.9958875,0.9963668,0.99688846
049,10.0,,0.9879877,0.990951,0.99066937,0.99459624
049,15.0,,0.9776291,0.97918534,0.9825368,0.9880432
049,20.0,,0.9707767,0.9723404,0.9753689,0.9817273
049,25.0,,0.9593019,0.9633982,0.96064717,0.9746632
049,30.0,,0.9389378,0.94361854,0.9462655,0.96598685
050,5.0,,0.9946807,0.99459785,0.9956856,0.99688846
050,10.0,,0.9884113,0.990477,0.9887416,0.9936561
050,15.0,,0.9803219,0.9794676,0.98155385,0.98769075
050,20.0,,0.97360176,0.97636634,0.97686565,0.98339766
050,25.0,,0.9571516,0.9606553,0.95438755,0.97691834
050,30.0,,0.9412989,0.95472246,0.952734,0.966852
051,5.0,,0.99629736,0.9965866,0.99628544,0.99740845
051,10.0,,0.98776543,0.990662,0.9901931,0.99315506
051,15.0,,0.9792734,0.9822339,0.9795977,0.98606986
051,20.0,,0.9705367,0.9724343,0.9732306,0.982334
051,25.0,,0.9602831,0.96815646,0.9667703,0.97749937
051,30.0,,0.94077027,0.9567694,0.9477124,0.9665656
052,5.0,,0.99603575,0.99612695,0.9956967,0.9972533
052,10.0,,0.98886836,0.98937374,0.9871027,0.9927935
052,15.0,,0.980234,0.98159856,0.98189527,0.9890875
052,20.0,,0.9712234,0.9767733,0.973158,0.98447853
052,25.0,,0.96125704,0.9655641,0.9596405,0.97286034
052,30.0,,0.9415111,0.9473657,0.94518554,0.96540487
053,5.0,,0.99566126,0.9961796,0.9965105,0.9970029
053,10.0,,0.98764426,0.9895353,0.9903525,0.9925523
053,15.0,,0.98226416,0.9841161,0.9806775,0.98786956
053,20.0,,0.96649164,0.97213143,0.96901774,0.9808923
053,25.0,,0.9591202,0.96474725,0.96218663,0.9740076
053,30.0,,0.9426381,0.9579127,0.9512311,0.96459085
054,5.0,,0.9944719,0.9959415,0.9961983,0.9970137
054,10.0,,0.9900418,0.99117863,0.9907539,0.9930004
054,15.0,,0.9811486,0.98298776,0.9835394,0.9886055
054,20.0,,0.9710069,0.9740382,0.9694518,0.9824492
054,25.0,,0.95398283,0.9619777,0.9626768,0.97876483
054,30.0,,0.9404941,0.9540321,0.9488432,0.96597445
055,5.0,,0.99629444,0.9956404,0.99604976,0.99730265
055,10.0,,0.9881502,0.98995674,0.9898043,0.99431765
055,15.0,,0.97817576,0.98331696,0.9822399,0.98665684
055,20.0,,0.9670906,0.97724116,0.97793335,0.9826144
055,25.0,,0.95937735,0.9668394,0.9647219,0.976207
055,30.0,,0.9401943,0.9538983,0.94981676,0.9639151
056,5.0,,0.99633104,0.9958202,0.99507886,0.99718994
056,10.0,,0.98668975,0.98915064,0.98909056,0.9927848
056,15.0,,0.9778343,0.9826056,0.9832174,0.98836714
056,20.0,,0.97345954,0.9747251,0.9723485,0.9843286
056,25.0,,0.95879847,0.9625185,0.95741713,0.97437185
056,30.0,,0.94285375,0.95398974,0.9431004,0.967454
057,5.0,,0.9950181,0.99494666,0.9956565,0.99711335
057,10.0,,0.98832005,0.9874197,0.9896711,0.991708
057,15.0,,0.9811174,0.9806685,0.9816964,0.98741126
057,20.0,,0.9666743,0.9726213,0.9693903,0.9811345
057,25.0,,0.9559874,0.96418005,0.95917755,0.9738923
057,30.0,,0.9399257,0.9496835,0.9473401,0.9625116
058,5.0,,0.99583304,0.9964031,0.9959903,0.9970414
058,10.0,,0.9856485,0.9903036,0.9881628,0.9912085
058,15.0,,0.97768116,0.98351717,0.9817199,0.98866725
058,20.0,,0.97381216,0.9744225,0.9752533,0.98421097
058,25.0,,0.9566178,0.9586094,0.9614009,0.9745605
058,30.0,,0.9419182,0.9559505,0.9504138,0.97123146
059,5.0,,0.99406874,0.9957916,0.9958046,0.99706113
059,10.0,,0.9874434,0.9897853,0.9866614,0.9921869
059,15.0,,0.98220426,0.9821138,0.9801439,0.9893401
059,20.0,,0.9723557,0.97357106,0.97207725,0.98258847
059,25.0,,0.9494833,0.9605072,0.959651,0.9763353
059,30.0,,0.9384478,0.95292425,0.9474309,0.9671814
060,5.0,,0.9939956,0.9950729,0.99480635,0.99681735
060,10.0,,0.98606795,0.9895179,0.98828655,0.9906925
060,15.0,,0.9810761,0.98181707,0.9807475,0.9865305
060,20.0,,0.9695757,0.9769604,0.97710234,0.9843318
060,25.0,,0.95135576,0.9644704,0.9634499,0.97714156
060,30.0,,0.93754864,0.948727,0.94566405,0.96611947
061,5.0,,0.99509835,0.9946887,0.9951813,0.9961723
061,10.0,,0.99049634,0.9914747,0.99030745,0.9940864
061,15.0,,0.979136,0.9821129,0.9831749,0.98722106
061,20.0,,0.97432524,0.9748567,0.9765336,0.98303133
061,25.0,,0.9513286,0.9653233,0.95914495,0.9728613
061,30.0,,0.94009227,0.9516407,0.9535637,0.9664273
062,5.0,,0.9949647,0.99531084,0.9954548,0.9971311
062,10.0,,0.9896337,0.99021435,0.99063164,0.99427325
062,15.0,,0.98263156,0.9832126,0.982318,0.98980415
062,20.0,,0.97122025,0.97482383,0.9724336,0.98336476
062,25.0,,0.95381784,0.958065,0.96108925,0.972167
062,30.0,,0.9425751,0.9540561,0.94605553,0.9640855
063,5.0,,0.9954127,0.9957726,0.9960103,0.9976267
063,10.0,,0.9874772,0.9899236,0.9905334,0.9937192
063,15.0,,0.98323613,0.98583364,0.9857643,0.9898571
063,20.0,,0.9717714,0.97314715,0.97266334,0.98546475
063,25.0,,0.9531103,0.9590217,0.96135736,0.9701275
063,30.0,,0.9425256,0.94276345,0.95485353,0.968228
064,5.0,,0.99615836,0.995547,0.9960804,0.9977777
064,10.0,,0.9888377,0.9897359,0.990267,0.9926702
064,15.0,,0.98035485,0.98182654,0.9830574,0.986375
064,20.0,,0.9689125,0.9720727,0.9741869,0.9852658
064,25.0,,0.957494,0.9561552,0.9568787,0.9669982
064,30.0,,0.93951625,0.945113,0.9450415,0.96753263
065,5.0,,0.99584734,0.9966884,0.9957827,0.9971743
065,10.0,,0.9894013,0.98923427,0.989161,0.9927253
065,15.0,,0.9789195,0.98423237,0.98366255,0.9891107
065,20.0,,0.9685144,0.9769531,0.97260827,0.9813056
065,25.0,,0.9546593,0.96547604,0.9642334,0.9762497
065,30.0,,0.94095176,0.9536722,0.95153236,0.96469396
066,5.0,,0.99610907,0.995343,0.9956618,0.99710655
066,10.0,,0.9889286,0.9904983,0.9902833,0.99287283
066,15.0,,0.9815737,0.98187226,0.98366755,0.9884729
066,20.0,,0.96938044,0.9730485,0.9716826,0.9836027
066,25.0,,0.9558141,0.9614245,0.96168315,0.9770032
066,30.0,,0.9438606,0.9526674,0.94510424,0.96927285
067,5.0,,0.99681515,0.9957672,0.9960531,0.9973873
067,10.0,,0.9873514,0.9902396,0.99026674,0.9927347
067,15.0,,0.97907174,0.9856771,0.9809772,0.98958784
067,20.0,,0.97049266,0.9714116,0.9751983,0.98097235
067,25.0,,0.9557548,0.9659952,0.96447873,0.9749367
067,30.0,,0.9429535,0.94753015,0.940502,0.9657017
068,5.0,,0.99538094,0.9953196,0.99547774,0.9972158
068,10.0,,0.9874098,0.9898834,0.9888248,0.9928015
068,15.0,,0.98155314,0.9809809,0.9826547,0.9886428
068,20.0,,0.9684725,0.9733052,0.97318786,0.9800952
068,25.0,,0.9528422,0.95854867,0.96242833,0.97150844
068,30.0,,0.94003713,0.9535357,0.9429867,0.96966827
069,5.0,,0.9969512,0.99558973,0.99615866,0.997527
069,10.0,,0.98746705,0.9901626,0.98898494,0.99319315
069,15.0,,0.9796659,0.9814411,0.9805264,0.98731303
069,20.0,,0.9644867,0.970035,0.97185314,0.98064333
069,25.0,,0.95005906,0.9613203,0.9578424,0.9741924
069,30.0,,0.94561404,0.9493669,0.94759536,0.96825224
070,5.0,,0.99501514,0.99614316,0.9959941,0.9971315
070,10.0,,0.9897473,0.9880569,0.9891286,0.9920641
070,15.0,,0.982045,0.97893,0.9840749,0.98796695
070,20.0,,0.9743346,0.9726751,0.9720863,0.9800367
070,25.0,,0.9577113,0.96108234,0.9597217,0.9771662
070,30.0,,0.9422332,0.9530472,0.9459468,0.9663528
071,5.0,,0.99479634,0.9954042,0.99524176,0.9973868
071,10.0,,0.988718,0.9905313,0.99030805,0.99327165
071,15.0,,0.98213303,0.9818986,0.9831069,0.988106
071,20.0,,0.9691262,0.9740095,0.9745826,0.98399806
071,25.0,,0.9498557,0.9588706,0.96509457,0.96802497
071,30.0,,0.9375993,0.9525662,0.94496715,0.9683218
072,5.0,,0.99595237,0.99629194,0.99587923,0.9977114
072,10.0,,0.98949945,0.9909804,0.99041617,0.993505
072,15.0,,0.9787034,0.9834243,0.9817569,0.9863126
072,20.0,,0.97141707,0.9747732,0.97174793,0.98210114
072,25.0,,0.9542837,0.9625571,0.9584559,0.97674745
072,30.0,,0.9370969,0.94931656,0.9429919,0.9622418
073,5.0,,0.9958348,0.9960592,0.9966289,0.9972254
073,10.0,,0.99101955,0.98977816,0.98924243,0.9923777
073,15.0,,0.9794239,0.9836776,0.9842922,0.98831654
073,20.0,,0.9665842,0.9683808,0.97351676,0.9844865
073,25.0,,0.95839304,0.9689549,0.96122426,0.9785599
073,30.0,,0.9391246,0.9440028,0.947858,0.96724427
074,5.0,,0.9962408,0.99616426,0.99610054,0.99744123
074,10.0,,0.9885198,0.9893471,0.9888536,0.99309796
074,15.0,,0.9789681,0.98375386,0.98116595,0.98991627
074,20.0,,0.9735784,0.9735882,0.9734542,0.9818272
074,25.0,,0.9535337,0.96416086,0.96574986,0.97868407
074,30.0,,0.9434978,0.9556692,0.94329727,0.97060263
075,5.0,,0.99527925,0.99520195,0.9950407,0.99733126
075,10.0,,0.98604614,0.9914537,0.99033123,0.99341476
