Class,Obfuscation Level,FuzzyArcFace Similarity,ArcFace Similarity,FuzzyArcFace1 Similarity,FuzzyArcFace2 Similarity,FuzzyArcFace3 Similarity
075,15.0,,0.9774704,0.98227465,0.97960466,0.987026
075,20.0,,0.9707457,0.9716645,0.973356,0.9838515
075,25.0,,0.95132476,0.96675545,0.9564491,0.97294205
075,30.0,,0.94474757,0.9564393,0.9533396,0.97155815
076,5.0,,0.99584305,0.99619746,0.9957637,0.99716306
076,10.0,,0.98795885,0.9897787,0.9878579,0.99377084
076,15.0,,0.9802542,0.98191774,0.98095965,0.9890955
001,5.0,,0.97738385,0.97287387,0.975816,0.9854489
001,10.0,,0.96021485,0.95662594,0.9491714,0.9677023
001,15.0,,0.9359021,0.9423859,0.93890774,0.95570326
001,20.0,,0.91622674,0.91526467,0.900199,0.933312
001,25.0,,0.89452094,0.89780444,0.90214723,0.9104169
001,30.0,,0.8928193,0.882236,0.87327516,0.9051846
002,5.0,,0.9780011,0.9772584,0.9831851,0.9866413
002,10.0,,0.96167743,0.9328671,0.9531522,0.9609442
002,15.0,,0.9418798,0.9234827,0.94635963,0.95766824
002,20.0,,0.9308653,0.9118576,0.91883796,0.94355375
002,25.0,,0.8719156,0.8788166,0.8869247,0.9164334
002,30.0,,0.86663026,0.8880221,0.883788,0.90826166
003,5.0,,0.99429923,0.9935648,0.995088,0.99547595
003,10.0,,0.983325,0.9863913,0.986292,0.99092877
003,15.0,,0.97221535,0.9801381,0.98004466,0.9867003
003,20.0,,0.9614022,0.9664801,0.9714324,0.9799083
003,25.0,,0.9382676,0.95121497,0.9506168,0.9689176
003,30.0,,0.9075398,0.9393026,0.94080794,0.96086854
004,5.0,,0.98769873,0.9841058,0.9858935,0.99294835
004,10.0,,0.9739061,0.97578794,0.9751834,0.9888274
004,15.0,,0.96359074,0.9548556,0.95899004,0.9798097
004,20.0,,0.94980323,0.9442429,0.945977,0.9719611
004,25.0,,0.9395906,0.9211215,0.9214341,0.9638472
004,30.0,,0.9165863,0.91268593,0.9139864,0.956271
005,5.0,,0.9214967,0.8421158,0.87786907,0.91512704
005,10.0,,0.827544,0.78696316,0.81977063,0.8185973
005,15.0,,0.78249305,0.75245833,0.7435462,0.7954102
005,20.0,,0.7643738,0.6500976,0.6757623,0.7023014
005,25.0,,0.7165109,0.67124605,0.7416318,0.7734287
005,30.0,,0.68570846,0.59429556,0.6677781,0.68366694
006,5.0,,0.9910488,0.9858131,0.99251515,0.99388146
006,10.0,,0.9785655,0.97328025,0.9810623,0.98758817
006,15.0,,0.9669038,0.95541,0.97031045,0.9752369
006,20.0,,0.95182055,0.94940704,0.9640782,0.9647464
006,25.0,,0.91685665,0.92114866,0.93690586,0.95342183
006,30.0,,0.90243316,0.90803677,0.92224425,0.9342359
007,5.0,,0.93969834,0.8727269,0.91799986,0.94539756
007,10.0,,0.9010782,0.8213505,0.8451971,0.9058077
007,15.0,,0.8258599,0.7412891,0.8002223,0.8247544
007,20.0,,0.8195129,0.64447135,0.7240456,0.79209274
007,25.0,,0.793819,0.609436,0.7077176,0.7578137
007,30.0,,0.7497357,0.61470723,0.66038376,0.7741103
008,5.0,,0.97557175,0.97022504,0.9732461,0.9747175
008,10.0,,0.95023555,0.9376698,0.9449941,0.943706
008,15.0,,0.92335945,0.91843545,0.90948105,0.9281455
008,20.0,,0.9086595,0.8959368,0.89926654,0.9120931
008,25.0,,0.87007135,0.8621838,0.8674755,0.8634987
008,30.0,,0.8441911,0.83957136,0.83085036,0.8476024
009,5.0,,0.9835368,0.9818455,0.9854362,0.98953384
009,10.0,,0.9616724,0.95917815,0.9673311,0.97733355
009,15.0,,0.94685936,0.9483513,0.94494617,0.9673922
009,20.0,,0.9241431,0.9062154,0.91296875,0.9421183
009,25.0,,0.9122901,0.9009261,0.894225,0.9278561
009,30.0,,0.8615018,0.87226886,0.8526174,0.9161884
010,5.0,,0.97768277,0.9692072,0.9819173,0.98470896
010,10.0,,0.9542283,0.9369195,0.948281,0.96654516
010,15.0,,0.932762,0.90422416,0.9269594,0.9419295
010,20.0,,0.90176165,0.85518616,0.90782166,0.9148435
010,25.0,,0.88056713,0.87013894,0.8897759,0.8668317
010,30.0,,0.8348514,0.79998094,0.8532605,0.87271076
011,5.0,,0.9659281,0.92436916,0.96694046,0.9681874
011,10.0,,0.92025477,0.8805785,0.92603874,0.94486773
011,15.0,,0.87812734,0.8414294,0.8878518,0.89174837
011,20.0,,0.8677086,0.80503434,0.8717377,0.8916514
011,25.0,,0.81970793,0.79899347,0.8356213,0.8407671
011,30.0,,0.835355,0.7412153,0.8166292,0.82179135
012,5.0,,0.99698234,0.99659216,0.99712425,0.9977108
012,10.0,,0.9893992,0.99236137,0.9935752,0.99418896
012,15.0,,0.9793241,0.9852486,0.9847303,0.98980844
012,20.0,,0.97011644,0.9762418,0.97794074,0.981999
012,25.0,,0.95204306,0.96816534,0.9666531,0.9745668
012,30.0,,0.9389529,0.9613886,0.960751,0.9673419
013,5.0,,0.9614049,0.93391156,0.9476525,0.964903
013,10.0,,0.92748696,0.8873059,0.92903686,0.9369252
013,15.0,,0.91249204,0.82942414,0.8697472,0.8969381
013,20.0,,0.8727146,0.8103054,0.8306714,0.85546297
013,25.0,,0.8358786,0.80835336,0.84117985,0.882037
013,30.0,,0.8185891,0.7708749,0.77898,0.84097797
014,5.0,,0.94814074,0.9501435,0.9604244,0.9689128
014,10.0,,0.90619385,0.87785125,0.90992373,0.9336799
014,15.0,,0.8891602,0.88318586,0.89623016,0.91581774
014,20.0,,0.85455465,0.8267056,0.87134296,0.909143
014,25.0,,0.8179563,0.7445869,0.83377355,0.88599885
014,30.0,,0.76684254,0.7483515,0.76113284,0.85534436
015,5.0,,0.9565892,0.94248664,0.94141024,0.9621242
015,10.0,,0.91736126,0.86768574,0.8847061,0.94395703
015,15.0,,0.8835794,0.8378036,0.80893797,0.903707
015,20.0,,0.8810104,0.82490396,0.817181,0.90190774
015,25.0,,0.8468488,0.8040907,0.80011874,0.8576027
015,30.0,,0.7900255,0.73147166,0.7048243,0.8045166
016,5.0,,0.96411175,0.9522863,0.97077477,0.9785415
016,10.0,,0.95022076,0.90252197,0.93192565,0.95231503
016,15.0,,0.9172092,0.85436666,0.9138928,0.9331505
016,20.0,,0.8950993,0.8348922,0.8818333,0.9030369
016,25.0,,0.89159673,0.8491804,0.8578592,0.8884948
016,30.0,,0.83104557,0.7863873,0.7751364,0.83481586
017,5.0,,0.8909534,0.8502833,0.8418802,0.9002479
017,10.0,,0.80566347,0.77098656,0.7125422,0.8237151
017,15.0,,0.75040936,0.71097744,0.68821985,0.78238857
017,20.0,,0.70696574,0.66883683,0.6371587,0.69428927
017,25.0,,0.6092219,0.56557214,0.562654,0.6541501
017,30.0,,0.620519,0.55707496,0.58485913,0.65404683
018,5.0,,0.9309946,0.8972445,0.9362702,0.9585282
018,10.0,,0.888828,0.8564948,0.87736857,0.9175852
018,15.0,,0.8236385,0.74305505,0.8119871,0.8711494
018,20.0,,0.80335253,0.694144,0.7900676,0.8120636
018,25.0,,0.7203586,0.6721738,0.7356718,0.7926619
018,30.0,,0.7446472,0.6290688,0.6883613,0.82772607
019,5.0,,0.9837389,0.98105896,0.9765829,0.9839285
019,10.0,,0.97391886,0.971808,0.96299535,0.9762218
019,15.0,,0.9468599,0.9465281,0.9233509,0.9445464
019,20.0,,0.94067657,0.9122267,0.9057171,0.9237353
019,25.0,,0.911336,0.92158496,0.8826512,0.9168107
019,30.0,,0.93136066,0.90597177,0.89523596,0.920259
020,5.0,,0.97746843,0.9582712,0.97060984,0.98042214
020,10.0,,0.9561018,0.93610674,0.9492627,0.9548237
020,15.0,,0.92790514,0.90541637,0.9169757,0.9467814
020,20.0,,0.9164018,0.8619287,0.88572437,0.92042583
020,25.0,,0.89439917,0.868082,0.8768399,0.9071357
020,30.0,,0.87900555,0.8291293,0.83944273,0.8987261
021,5.0,,0.9467406,0.9227682,0.9410304,0.94835705
021,10.0,,0.90351284,0.84057117,0.88525766,0.9145909
021,15.0,,0.84016883,0.7722338,0.7994703,0.82985777
021,20.0,,0.81059104,0.7250407,0.8048664,0.8239271
021,25.0,,0.76094687,0.6328677,0.7013059,0.76623815
021,30.0,,0.75131285,0.6451867,0.7035419,0.72930825
022,5.0,,0.9469564,0.9202586,0.9293653,0.95471424
022,10.0,,0.86829484,0.8401542,0.8556022,0.91028535
022,15.0,,0.83032316,0.7459143,0.7230494,0.8339735
022,20.0,,0.78883356,0.7484882,0.73853564,0.8137449
022,25.0,,0.8128098,0.6901713,0.70285213,0.8435339
022,30.0,,0.74562025,0.65609384,0.6626667,0.7650958
023,5.0,,0.97598135,0.97332007,0.97788966,0.99045914
023,10.0,,0.9509746,0.9402621,0.9449024,0.97395647
023,15.0,,0.9338655,0.91947675,0.9276376,0.96362203
023,20.0,,0.90292984,0.9018622,0.9068427,0.962268
023,25.0,,0.8988236,0.8514291,0.87894744,0.92719775
023,30.0,,0.86837655,0.840259,0.8751751,0.9112349
024,5.0,,0.91114545,0.8985393,0.91796875,0.94341826
024,10.0,,0.8724796,0.87122774,0.85843337,0.89026695
024,15.0,,0.85106057,0.8256322,0.79461247,0.86357963
024,20.0,,0.7755254,0.6580991,0.78651965,0.8063703
024,25.0,,0.7309696,0.66423684,0.6999094,0.71433914
024,30.0,,0.7467323,0.65979147,0.68645424,0.7078888
025,5.0,,0.9889966,0.9874726,0.9887786,0.9908597
025,10.0,,0.9851365,0.9746567,0.97657603,0.97998035
025,15.0,,0.96705455,0.9605819,0.96583277,0.9703758
025,20.0,,0.94391656,0.9445455,0.93895507,0.9612489
025,25.0,,0.9294909,0.91825163,0.92477554,0.93835086
025,30.0,,0.93177855,0.9013935,0.9103336,0.93452674
026,5.0,,0.97179556,0.94526196,0.96806115,0.97125393
026,10.0,,0.9334933,0.9198706,0.9299095,0.94671977
026,15.0,,0.9033341,0.8518813,0.87494427,0.91070545
026,20.0,,0.88907266,0.81145847,0.8612128,0.8631835
026,25.0,,0.86260307,0.7837037,0.8162803,0.8219688
026,30.0,,0.8439844,0.79101676,0.8167758,0.8445104
027,5.0,,0.9709652,0.94200695,0.9483098,0.9607092
027,10.0,,0.9414809,0.8867476,0.91167325,0.92220736
027,15.0,,0.8986041,0.85714275,0.8705641,0.90436906
027,20.0,,0.8589964,0.7933232,0.82215333,0.8528953
027,25.0,,0.85228676,0.7544059,0.76601964,0.81367564
027,30.0,,0.8038462,0.71292573,0.7615045,0.769867
028,5.0,,0.9677085,0.96796036,0.95821124,0.9747136
028,10.0,,0.95277315,0.9358633,0.94410807,0.9532695
028,15.0,,0.92708313,0.90621245,0.91571045,0.9383025
028,20.0,,0.8951733,0.87814337,0.8684968,0.89808786
028,25.0,,0.8808328,0.8494236,0.837034,0.87442034
028,30.0,,0.8796598,0.8425737,0.8336538,0.865657
029,5.0,,0.95732963,0.9447332,0.947198,0.96960515
029,10.0,,0.9256699,0.89901686,0.90541285,0.9435001
029,15.0,,0.9182763,0.88489765,0.856998,0.92424935
029,20.0,,0.8882577,0.8316364,0.84733826,0.8997775
029,25.0,,0.8365675,0.7934771,0.7973773,0.8359322
029,30.0,,0.81819415,0.756693,0.75452757,0.83497787
030,5.0,,0.9346535,0.9373877,0.92513686,0.95264256
030,10.0,,0.87848616,0.88128823,0.8786179,0.91102374
030,15.0,,0.860317,0.80843246,0.7890264,0.86796844
030,20.0,,0.8144985,0.7813459,0.7386291,0.8514466
030,25.0,,0.7840025,0.76469475,0.76525223,0.81213397
030,30.0,,0.7390873,0.68990374,0.69444174,0.76397276
031,5.0,,0.9872304,0.9840378,0.9908583,0.99088573
031,10.0,,0.9705302,0.9624406,0.9803605,0.9781154
031,15.0,,0.95042264,0.9318494,0.9547923,0.95574063
031,20.0,,0.9231496,0.9217836,0.9537313,0.9599598
031,25.0,,0.90908915,0.9033417,0.9443054,0.9390344
031,30.0,,0.8823704,0.8793988,0.90427613,0.9210381
032,5.0,,0.9502259,0.9253274,0.92752874,0.9509898
032,10.0,,0.8950459,0.8603898,0.8715082,0.9221479
032,15.0,,0.8383745,0.7505118,0.7760931,0.8654705
032,20.0,,0.813108,0.7826161,0.78837997,0.85825413
032,25.0,,0.7673547,0.7041764,0.68472946,0.783134
032,30.0,,0.7845605,0.7082949,0.66674083,0.7982419
033,5.0,,0.9542482,0.96059555,0.9530312,0.96164733
033,10.0,,0.91569465,0.9093668,0.92037684,0.9263799
033,15.0,,0.8761559,0.88238186,0.86200964,0.9007402
033,20.0,,0.8066294,0.7800523,0.83332676,0.8482778
033,25.0,,0.82340467,0.78831506,0.7913428,0.8341817
033,30.0,,0.7972838,0.7878899,0.79813105,0.8086035
034,5.0,,0.95518816,0.942274,0.9520303,0.9487846
034,10.0,,0.9298311,0.8824835,0.9169037,0.89837325
034,15.0,,0.87629807,0.83958155,0.85067564,0.8487006
034,20.0,,0.86491954,0.8220768,0.8364654,0.8336922
034,25.0,,0.8245371,0.79083514,0.79827917,0.77960336
034,30.0,,0.7911622,0.7445327,0.8112911,0.7658798
035,5.0,,0.9417901,0.90154433,0.9294762,0.9548959
035,10.0,,0.9087884,0.8556785,0.8948613,0.90364116
035,15.0,,0.8961297,0.80911577,0.86717117,0.8722884
035,20.0,,0.8629606,0.77591276,0.83236104,0.82519025
035,25.0,,0.8071619,0.7046452,0.75306684,0.7574514
035,30.0,,0.76891917,0.69394934,0.756095,0.7832621
036,5.0,,0.9222007,0.89819115,0.9209556,0.9447745
036,10.0,,0.83585405,0.8279692,0.8315712,0.8904312
036,15.0,,0.79343873,0.7548799,0.81608975,0.8674887
036,20.0,,0.7525281,0.70790416,0.762988,0.79698193
036,25.0,,0.6716865,0.6996883,0.7079468,0.7601749
036,30.0,,0.70063555,0.64087856,0.6710716,0.7315532
037,5.0,,0.96235174,0.9549243,0.96008176,0.9787015
037,10.0,,0.9364363,0.90481776,0.9261949,0.95866835
037,15.0,,0.9095624,0.8918288,0.91905624,0.92632174
037,20.0,,0.8820374,0.88539606,0.8905182,0.91905576
037,25.0,,0.8601171,0.8766149,0.8467886,0.90265673
037,30.0,,0.80051345,0.7953868,0.8099914,0.8609965
038,5.0,,0.884326,0.8195264,0.8499843,0.90184057
038,10.0,,0.8445677,0.73731446,0.8264838,0.85286987
038,15.0,,0.80528456,0.6513879,0.7084525,0.82639086
038,20.0,,0.69854957,0.5792634,0.6492963,0.74824286
038,25.0,,0.64861083,0.5305892,0.57279116,0.6753843
038,30.0,,0.6606316,0.544405,0.61416525,0.6727678
039,5.0,,0.984615,0.97944,0.9861354,0.98765004
039,10.0,,0.98039997,0.96671796,0.98093855,0.9851674
039,15.0,,0.9634267,0.9333205,0.9620226,0.9613903
039,20.0,,0.93947715,0.90845853,0.94896907,0.9526279
039,25.0,,0.92605156,0.8902825,0.935053,0.9330345
039,30.0,,0.91311514,0.8677904,0.9022273,0.9142006
040,5.0,,0.99736816,0.99545246,0.995839,0.99781674
040,10.0,,0.99265474,0.98990875,0.99272865,0.99421036
040,15.0,,0.9835721,0.98505825,0.98377484,0.9875504
040,20.0,,0.9698203,0.9713273,0.97090244,0.9809284
040,25.0,,0.9571854,0.9591636,0.96485144,0.9734871
040,30.0,,0.95010215,0.94863045,0.957125,0.9699805
041,5.0,,0.895641,0.871767,0.8553336,0.9117935
041,10.0,,0.86959094,0.7945275,0.769668,0.8887415
041,15.0,,0.7355698,0.7014608,0.73029584,0.8106931
041,20.0,,0.73960423,0.6762575,0.60792327,0.7774067
041,25.0,,0.75985336,0.6620739,0.64910877,0.7902444
041,30.0,,0.6823608,0.61171454,0.56097317,0.726495
042,5.0,,0.9007867,0.8958252,0.9045348,0.91264373
042,10.0,,0.8646675,0.84038395,0.8627951,0.8785283
042,15.0,,0.78044105,0.7737976,0.8139514,0.8202356
042,20.0,,0.7384447,0.7158226,0.7423916,0.7474824
042,25.0,,0.72402835,0.6743581,0.6805884,0.6926495
042,30.0,,0.5805732,0.58045125,0.64607906,0.6764095
043,5.0,,0.94713295,0.9480237,0.9454556,0.95098704
043,10.0,,0.8991563,0.8980784,0.88740975,0.92259145
043,15.0,,0.89097106,0.85344654,0.85505927,0.8981134
043,20.0,,0.84168535,0.8316508,0.80291,0.8825807
043,25.0,,0.7998878,0.7765868,0.8051711,0.82991475
043,30.0,,0.73772424,0.70001376,0.7216681,0.78219944
044,5.0,,0.9854614,0.97427404,0.981746,0.9863013
044,10.0,,0.9702341,0.96202403,0.9615211,0.97775483
044,15.0,,0.95215344,0.93560266,0.9428978,0.9625085
044,20.0,,0.93319476,0.917325,0.9313142,0.9410511
044,25.0,,0.93406796,0.9075076,0.89406574,0.9354749
044,30.0,,0.9188848,0.8882916,0.87960345,0.9346764
045,5.0,,0.95980674,0.9396323,0.9392266,0.9670051
045,10.0,,0.9195863,0.89248586,0.8937276,0.9118303
045,15.0,,0.88686067,0.8520077,0.86593145,0.89034915
045,20.0,,0.868124,0.81229794,0.8288858,0.85678244
045,25.0,,0.8317019,0.77876073,0.79214865,0.84375775
045,30.0,,0.8109885,0.7438621,0.7444947,0.78538346
046,5.0,,0.9635185,0.9567385,0.97912717,0.97781354
046,10.0,,0.9463791,0.91778624,0.9515192,0.9565195
046,15.0,,0.9135489,0.88582623,0.9204239,0.9447265
046,20.0,,0.8988223,0.8580066,0.8999368,0.90273833
046,25.0,,0.871476,0.85970956,0.8520236,0.885901
046,30.0,,0.8511161,0.779405,0.8162997,0.87153745
047,5.0,,0.9856044,0.9811596,0.98492265,0.98626816
047,10.0,,0.9655075,0.9611584,0.96552473,0.9748125
047,15.0,,0.93734074,0.941719,0.93347,0.95355403
047,20.0,,0.90248966,0.9088911,0.92710614,0.9298969
047,25.0,,0.9075185,0.90207475,0.8985287,0.91006887
047,30.0,,0.8906326,0.8898463,0.87765145,0.9067645
048,5.0,,0.9791797,0.97541827,0.98183346,0.97809845
048,10.0,,0.96328175,0.94798887,0.95768297,0.9577061
048,15.0,,0.9344998,0.9342489,0.9370145,0.93795353
048,20.0,,0.92387205,0.88834506,0.90151983,0.9237966
048,25.0,,0.8915261,0.8462659,0.89439625,0.88482255
048,30.0,,0.88474506,0.8346789,0.8363871,0.8406345
049,5.0,,0.9788747,0.9702662,0.97418886,0.97746897
049,10.0,,0.96030724,0.92193115,0.948021,0.9446893
049,15.0,,0.9203814,0.9121021,0.917882,0.923873
049,20.0,,0.89608324,0.86273116,0.89152235,0.88334996
049,25.0,,0.85256803,0.82128966,0.8483502,0.86902755
049,30.0,,0.82576054,0.8296579,0.8248212,0.8528365
050,5.0,,0.9340445,0.91739595,0.9433053,0.9476277
050,10.0,,0.8929263,0.84555936,0.85790265,0.8989522
050,15.0,,0.8157426,0.8231384,0.83433336,0.8780446
050,20.0,,0.76691294,0.7540254,0.7664029,0.85883814
050,25.0,,0.78711736,0.75176936,0.7604436,0.8134138
050,30.0,,0.69047177,0.6669148,0.6931632,0.7691731
051,5.0,,0.9603403,0.9474468,0.9620622,0.9611809
051,10.0,,0.9246719,0.9190075,0.9303867,0.93480635
051,15.0,,0.8754387,0.8741135,0.88969487,0.89826864
051,20.0,,0.8470284,0.8258526,0.8580698,0.87877953
051,25.0,,0.8391957,0.7988351,0.8321543,0.858518
051,30.0,,0.82505935,0.8098568,0.8013171,0.80484223
052,5.0,,0.98455113,0.98478705,0.98571616,0.9898157
052,10.0,,0.9696424,0.97003627,0.9704968,0.97806966
052,15.0,,0.95306134,0.9400372,0.95553744,0.95101506
052,20.0,,0.93808126,0.9427607,0.94453156,0.96002287
052,25.0,,0.92067397,0.92476994,0.92611045,0.9458271
052,30.0,,0.8834287,0.8920972,0.8898947,0.9305669
053,5.0,,0.9726856,0.9727523,0.9709869,0.97625935
053,10.0,,0.9416128,0.94203603,0.9499704,0.95671856
053,15.0,,0.9262699,0.93066263,0.9258909,0.9467697
053,20.0,,0.92601055,0.89333564,0.8944093,0.92316735
053,25.0,,0.8554162,0.86733735,0.88151175,0.8967625
053,30.0,,0.8501545,0.8526461,0.8674659,0.86160576
054,5.0,,0.9242743,0.87678856,0.88158154,0.9231451
054,10.0,,0.84474236,0.7542385,0.7646298,0.86422545
054,15.0,,0.8010868,0.6994696,0.73841476,0.7605299
054,20.0,,0.72532034,0.6375002,0.62074757,0.75503623
054,25.0,,0.70496744,0.600684,0.5433108,0.67746496
054,30.0,,0.7013097,0.51245403,0.5549415,0.6545923
055,5.0,,0.96095073,0.95396566,0.958049,0.97225916
055,10.0,,0.9159067,0.9039616,0.9118353,0.94952387
055,15.0,,0.9115837,0.8829368,0.8643225,0.91579705
055,20.0,,0.86691207,0.83125466,0.8643129,0.88560504
055,25.0,,0.84889156,0.82739127,0.8287777,0.8863897
055,30.0,,0.80980974,0.7942207,0.80374885,0.86015135
056,5.0,,0.9312829,0.90783906,0.93587023,0.9515732
056,10.0,,0.8953054,0.85918826,0.89475924,0.9324684
056,15.0,,0.8565349,0.8122927,0.8224631,0.90515715
056,20.0,,0.8439131,0.7866042,0.8263148,0.8612142
056,25.0,,0.79991454,0.7269915,0.7586997,0.84213835
056,30.0,,0.81113243,0.73312473,0.7903786,0.83436894
057,5.0,,0.97132576,0.95842016,0.9682953,0.9754607
057,10.0,,0.9402196,0.9087588,0.9476508,0.9619402
057,15.0,,0.9159336,0.87606794,0.92320347,0.9157884
057,20.0,,0.87889165,0.8474363,0.87229335,0.87800074
057,25.0,,0.8717165,0.832111,0.8628123,0.89139944
057,30.0,,0.8144537,0.7628281,0.80252665,0.8421596
058,5.0,,0.98346674,0.98278594,0.9843124,0.99116737
058,10.0,,0.96667504,0.9585287,0.9654242,0.9767854
058,15.0,,0.94617635,0.9404257,0.9455527,0.9607071
058,20.0,,0.9258913,0.9183629,0.9194364,0.9415872
058,25.0,,0.90965873,0.90132415,0.9126136,0.93845654
058,30.0,,0.8963686,0.8980077,0.8878232,0.9223078
059,5.0,,0.92818105,0.9030182,0.92476887,0.935264
059,10.0,,0.8733925,0.83674765,0.875598,0.89733624
059,15.0,,0.84485924,0.82824606,0.851939,0.8206485
059,20.0,,0.7856072,0.74990183,0.80057746,0.8238148
059,25.0,,0.7692537,0.73941684,0.76236784,0.7984869
059,30.0,,0.7608793,0.7467911,0.74708384,0.78369457
060,5.0,,0.9515975,0.92762,0.93532753,0.9461971
060,10.0,,0.9050251,0.8751822,0.8950503,0.89940476
060,15.0,,0.8481556,0.82693917,0.87546945,0.8789627
060,20.0,,0.8371347,0.7719845,0.8003824,0.79537237
060,25.0,,0.77150285,0.7111612,0.76779383,0.82897377
060,30.0,,0.7752696,0.69342244,0.76049113,0.8196668
061,5.0,,0.79491925,0.7756213,0.7841662,0.8625441
061,10.0,,0.74531144,0.65957034,0.6410587,0.7522153
061,15.0,,0.67574805,0.56235784,0.5853559,0.64277786
061,20.0,,0.555068,0.54332167,0.49679995,0.61649215
061,25.0,,0.4875835,0.54231024,0.52977324,0.5546983
061,30.0,,0.50413626,0.5422183,0.46430925,0.5345666
062,5.0,,0.8952616,0.8780919,0.8881665,0.915729
062,10.0,,0.809453,0.7902468,0.8186109,0.88188976
062,15.0,,0.7868756,0.74878937,0.694612,0.7420407
062,20.0,,0.7278952,0.7399104,0.71697074,0.7432524
062,25.0,,0.6666566,0.6739827,0.68895763,0.69486576
062,30.0,,0.71009755,0.6334463,0.5999154,0.70253724
063,5.0,,0.9649834,0.94428957,0.95587564,0.9742324
063,10.0,,0.90356773,0.88944876,0.9021337,0.93565685
063,15.0,,0.87360865,0.85650927,0.8600754,0.9120681
063,20.0,,0.875035,0.84831536,0.8450708,0.90570223
063,25.0,,0.83790916,0.78908485,0.8085159,0.8608893
063,30.0,,0.80995566,0.7512302,0.7844339,0.86683965
064,5.0,,0.96961176,0.95827276,0.9759664,0.9778869
064,10.0,,0.9502068,0.92640334,0.9583194,0.9559745
064,15.0,,0.93487525,0.89004844,0.93515974,0.94172525
064,20.0,,0.9027363,0.85789466,0.9041157,0.922218
064,25.0,,0.87056,0.83055884,0.89937526,0.87370574
064,30.0,,0.83654803,0.800393,0.8507965,0.86317086
065,5.0,,0.9250597,0.8941622,0.89785826,0.9600945
065,10.0,,0.86524737,0.83114296,0.8462459,0.90776515
065,15.0,,0.8457947,0.7659377,0.76962036,0.8546509
065,20.0,,0.79038864,0.7120348,0.69242805,0.81898665
065,25.0,,0.7553656,0.6786584,0.7150282,0.84084374
065,30.0,,0.6791705,0.64790994,0.62714106,0.802889
066,5.0,,0.99693,0.996003,0.9979699,0.998137
066,10.0,,0.9899558,0.9900989,0.9934707,0.99413323
066,15.0,,0.9799326,0.9808275,0.9871993,0.98985785
066,20.0,,0.9679189,0.9702726,0.9809479,0.9840352
066,25.0,,0.95926666,0.9621935,0.9728833,0.9799979
066,30.0,,0.9418365,0.94716036,0.96224135,0.97136354
067,5.0,,0.9239098,0.8913361,0.91024417,0.9301411
067,10.0,,0.8395304,0.79674137,0.81949186,0.8735333
067,15.0,,0.7928194,0.7452064,0.7949408,0.84268826
067,20.0,,0.76216274,0.6877084,0.70775557,0.7904728
067,25.0,,0.72844213,0.65502465,0.6281566,0.6850949
067,30.0,,0.6887197,0.6187308,0.65844846,0.7034713
068,5.0,,0.96382093,0.94571203,0.95121807,0.9684145
068,10.0,,0.93217105,0.92993075,0.9339653,0.94091976
068,15.0,,0.91683674,0.84532493,0.8750943,0.9085547
068,20.0,,0.9064041,0.8443898,0.86606157,0.8857725
068,25.0,,0.8747486,0.8419615,0.8140646,0.8646216
068,30.0,,0.8759556,0.84929067,0.8323415,0.8449895
069,5.0,,0.9520243,0.9402292,0.95919406,0.9629854
069,10.0,,0.9162016,0.88367724,0.91780424,0.93910486
069,15.0,,0.87530607,0.83815217,0.87448114,0.8948541
069,20.0,,0.81818354,0.79311264,0.84448886,0.8658389
069,25.0,,0.838183,0.77244574,0.79906195,0.85116327
069,30.0,,0.80041146,0.6814983,0.7973953,0.7686376
070,5.0,,0.9322244,0.90969014,0.9279369,0.9420264
070,10.0,,0.8810275,0.8462666,0.86612064,0.90407085
070,15.0,,0.86362165,0.817989,0.8470237,0.8845911
070,20.0,,0.76250577,0.7349396,0.7790087,0.84681153
070,25.0,,0.7709402,0.7292108,0.751495,0.8228228
070,30.0,,0.78850126,0.7501645,0.7218185,0.7931839
071,5.0,,0.9867837,0.97899485,0.9859648,0.989537
071,10.0,,0.97549635,0.9653416,0.97748077,0.98240757
071,15.0,,0.9586647,0.9273547,0.9666159,0.9648597
071,20.0,,0.9461977,0.9203756,0.9507287,0.9572335
071,25.0,,0.9258654,0.9081566,0.91929114,0.9440905
071,30.0,,0.90016484,0.8600598,0.89950395,0.9218541
072,5.0,,0.96923804,0.9582696,0.9612303,0.96867126
072,10.0,,0.94711155,0.9340255,0.93380356,0.96073276
072,15.0,,0.9321358,0.906588,0.92403233,0.9298897
072,20.0,,0.90580344,0.88070124,0.9143841,0.92677575
072,25.0,,0.8683173,0.8419389,0.866678,0.8772512
072,30.0,,0.83702254,0.81604284,0.8557606,0.8773251
073,5.0,,0.97959334,0.9723941,0.9801594,0.9835791
073,10.0,,0.9592323,0.93386805,0.9496061,0.9670211
073,15.0,,0.95062155,0.91760904,0.93559116,0.9473453
073,20.0,,0.91719127,0.88704056,0.903833,0.9263659
073,25.0,,0.8855147,0.857284,0.8611308,0.8876537
073,30.0,,0.88245976,0.86146355,0.87423146,0.8904206
074,5.0,,0.98137784,0.97519803,0.9839579,0.98698795
074,10.0,,0.9633246,0.95450294,0.9736044,0.97714007
074,15.0,,0.947805,0.92509156,0.94519126,0.95774853
074,20.0,,0.9112254,0.9038321,0.930697,0.95066804
074,25.0,,0.8823061,0.8697454,0.8786084,0.9259347
074,30.0,,0.86585027,0.8149429,0.8884655,0.90984195
075,5.0,,0.9822284,0.97687405,0.97917104,0.98874617
